Ticket_Number,GDS_Record_Locator,Reservation_Date,Ticket_Issue_Date,Trip_Departure_Date,Airline_Name,Cabin_Class,Domestic_International_Indicator,Origin_City_Code,Destination_City_Code,Routing,Invoice_Amount,Tax_Amount,Total_Amount,Mileage,Days_Advance_Purchase,Trip_Length,One_Way_Indicator,Exchange_Indicator,Exchange_Original_Ticket_Number,Refund_Indicator,Original_Invoice_Number,Online_Booking_Indicator,Fare_Category,Agency
NULL,DBFZDF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DBJGSL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,40.34,202.2,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DBJSDR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BNA,DTW,BNA/MDW/DTW/BNA,451.17,65.33,516.5,1084.58313,5,2,NULL,N,NULL,N,NULL,NULL,DG,Agency A
NULL,DBUCLL,00:00.0,00:00.0,00:00.0,WINGS OF ALASKA/SEAPORT AIRLINES,Coach,D,GST,JNU,GST/JNU/GST,198,NULL,198,82.55107451,0,30,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DCCLQD,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,2,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DCPLVW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SFO,DEN/SAN/SFO/DEN,252.09,55.61,307.7,2241.761842,5,9,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DDKNJG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,3,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DDXKPG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,BWI,SLC/BWI/SLC,660.46,77.74,738.2,3723.009832,1,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DFACMG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAT,ELP,SAT/ELP,247.44,29.46,276.9,496.910799,6,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,DFCSWM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MSP,CLE/MDW/MSP,276.28,42.72,319,655.0037684,2,1,Y,N,NULL,N,NULL,N,YCA,Agency A
NULL,DFEQQB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,STL,MCI/STL/MCI,279.06,42.94,322,474.8206928,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DFMNKG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,38.46,258,695.2925979,5,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DGKODZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAT,ELP,SAT/ELP,247.44,29.46,276.9,496.910799,6,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,DGRIGB,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FYU,FAI,FYU/FAI/ANC/ENA,140,NULL,140,463.1414021,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DHQJLR,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,TAL,FAI,TAL/FAI/TAL,240,NULL,240,253.1505447,13,18,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DHVLOU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,56.66,436.2,872.2082918,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DHYROF,00:00.0,00:00.0,00:00.0,40 MILE AIR,Coach,D,TKJ,HKB,TKJ/HKB,70,NULL,70,187.6338461,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DHYYFC,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,ANC,FAI,ANC/FAI/CXF/FAI/ANC,215,NULL,215,879.062349,0,5,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DHYYFC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,FAI,ANC/FAI/CXF/FAI/ANC,230,NULL,230,879.062349,0,5,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DIUNYX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BHM,BWI,BHM/BWI/BHM,439.06,54.74,493.8,1364.169114,4,2,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
NULL,DKEQIE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN/MDW,327.45,46.55,374,1811.048674,5,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DLESOO,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,-113.48,-36.72,-150.2,-894.5282589,-1,-2,NULL,N,NULL,Y,NULL,N,_CA,Agency A
NULL,DLESOO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,2,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,DLYFHE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OMA,DEN,OMA/DEN/OMA,203.72,32.78,236.5,968.2052363,5,8,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DLZZVH,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,BTT,FAI/BTT/FAI,316.28,23.72,340,356.809285,4,28,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DMMYUK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,DEN,ATL/DEN/ATL,306.05,44.95,351,2414.619112,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DMYWBO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SDF,ATL,SDF/ATL/SDF,187.9,35.9,223.8,644.8261503,5,3,NULL,N,NULL,N,NULL,Y,_CA,Agency A
NULL,DNCOEU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,NULL,NULL,NULL,1164.534197,5,5,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DNCOEU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,38.96,267.8,1164.534197,6,4,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DNDYIK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN/MDW,327.45,46.35,373.8,1811.048674,6,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DNPWCH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,5,4,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,DNPWCH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,NULL,NULL,NULL,894.5282589,0,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
NULL,DNYKOT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,506.04,59.76,565.8,1124.526002,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DOBNWK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,LIT,DAL/LIT/DAL,292.1,43.7,335.8,591.3437008,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DOLZZR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,40.34,202.2,761.3834087,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DPMNMZ,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,BKC,OTZ/BKC,180,NULL,180,75.01236264,18,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DPRMZA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.86,235,695.2925979,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DPSMDI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,DQSULJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,I,BUF,SJU,BUF/SJU/MCO/BUF,738,56,794,4054.590078,10,4,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,DRPQKA,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,OME,OTZ/OME/OTZ,300,NULL,300,366.1866809,0,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DRUGAV,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT,170,NULL,170,437.7976939,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DRUGAV,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,BTT,FAI,BTT/FAI,170,NULL,170,178.404826,8,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DSPRIK,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,DLG,KEK,DLG/KEK/DLG,280,NULL,280,84.83512647,5,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DTBQAG,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,OTZ,OME/OTZ,300,NULL,300,183.0932801,10,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DVCIEU,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,VEE,FAI/VEE,160,NULL,160,158.1516136,2,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DVJKQX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,56.66,436.2,872.2082918,3,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DVJLTB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,113.48,30.52,144,894.5282589,5,2,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
NULL,DVJLTB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,NULL,NULL,NULL,894.5282589,-1,2,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DVKZHC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,31.91,164,894.5282589,1,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DWAZOR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,238.14,39.66,277.8,815.0167464,1,1,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
NULL,DWCUKR,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,FAI,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,4,8,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,DWXNLI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.66,234.8,695.2925979,5,2,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,DXCEEG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LIT,MSY,LIT/HOU/MSY/HOU/LIT,442.8,74.2,517,1392.062658,5,5,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,DXIPKC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SFO,DEN/SFO,166.51,23.49,190,954.408794,19,1,Y,N,NULL,N,NULL,N,YCA,Agency A
NULL,DXQYWU,00:00.0,00:00.0,00:00.0,ALASKA AIR TRANSIT,Coach,D,ANC,MCG,ANC/MCG,260,NULL,260,218.6287254,8,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DXRFEW,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF,230,NULL,230,180.1376782,11,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DYGRLB,00:00.0,00:00.0,00:00.0,KATMAI AIR,Coach,D,AKN,BKF,AKN/BKF/AKN,196,NULL,196,32.0922642,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DYSRMH,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,ANC,DLG,ANC/DLG/TOG/DLG/ANC,300,NULL,300,790.036553,5,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,DZARFF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,6,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DZVONI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,MCO,ATL/MCO/ATL,290.24,43.56,333.8,808.8590748,5,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DZXUER,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CLE,MDW/CLE/MDW,333.02,46.98,380,614.7155373,3,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,EAHACJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,336.74,47.26,384,569.2650393,5,2,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
NULL,EALDFO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,RNO,LAS/RNO/LAS,299.54,50.66,350.2,691.8654351,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,EAYLYO,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF/FAI,460,NULL,460,360.2757004,6,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,EBDZIE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,BUR,OAK/BUR/OAK,362.8,49,411.8,651.1567994,2,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,EBYNVV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,JAX,DEN/ATL/JAX,153.49,33.51,187,1477.774839,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,ECVUSI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,MCI,DEN/MCI,82.79,17.11,99.9,542.3312036,5,1,NULL,N,NULL,N,NULL,Y,_CA,Agency A
NULL,EDKHAG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,LAX,LAS/LAX/LAS,128.38,37.82,166.2,472.6694325,6,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,EDPOSL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,LIT,DAL/LIT/DAL,292.1,43.7,335.8,591.3437008,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,EDRRSV,00:00.0,00:00.0,00:00.0,ALASKA AIR TRANSIT,Coach,D,ANC,MCG,ANC/MCG,260,NULL,260,218.6287254,10,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,EDRRSV,00:00.0,00:00.0,00:00.0,ALASKA AIR TRANSIT,Coach,D,MCG,ANC,MCG/ANC,260,NULL,260,218.6291122,10,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,EDVDFT,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,ANC,KEK,ANC/DLG/KEK/DLG/ANC,280,NULL,280,741.4257909,5,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,EEXFPL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,38.11,170.2,894.5282589,3,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,EEYNYU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,DEN,SFO/DEN/SFO,333.02,53.18,386.2,1908.817923,4,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,EFBEWO,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,3,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,EFHTPK,00:00.0,00:00.0,00:00.0,DELTA AIR LINES,Coach,D,ATL,TPA,ATL/TPA/ATL,NULL,NULL,NULL,815.0167464,-1,3,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
NULL,EFRSNV,00:00.0,00:00.0,00:00.0,ILIAMNA AIR TAXI,Coach,I,ANC,ILI,ANC/ILI/XXX/ILI/ANC,1240,NULL,1240,6772.856982,12,16,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EGLDDS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SMF,SAN,SMF/SAN/SMF,346.04,47.96,394,961.9044054,27,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EGZXIU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BWI,SFO,BWI/SFO/BWI,764.65,87.35,852,4906.653741,1,5,NULL,N,NULL,N,NULL,NULL,DG,Agency B
NULL,EHCJMH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO,56.74,15.26,72,447.2639429,3,1,NULL,N,NULL,N,NULL,NULL,_CA,Agency B
NULL,EJFOXH,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,2,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EJVHPQ,00:00.0,00:00.0,00:00.0,HARRIS AIR,Coach,D,ANC,SIT,ANC/SIT/KAE/SIT/ANC,290,NULL,290,1290.636311,7,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EKCVZV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,396.28,51.72,448,893.8369019,5,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EKDUAR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,MEM,ATL/MEM/ATL,184.18,31.12,215.3,663.2568775,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,EKWJNN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,1,1,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,EKYHPG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,BUR,OAK/BUR/OAK,362.8,55.4,418.2,651.1567994,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,ELFXDP,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,VEE,FAI/VEE/ARC,260,NULL,260,238.7032142,13,16,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EMDUYJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,38.46,258,695.2925979,5,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EMNGVS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI/ATL,199.06,36.74,235.8,1092.944532,5,2,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,ENFXLJ,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,ARC,ANC/FAI/ARC/FAI/ANC,370,NULL,370,996.183236,20,22,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,ENGGOF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.66,234.8,695.2925979,1,2,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,ENWIFO,NULL,00:00.0,00:00.0,DELTA AIR LINES,Coach,D,ATL,GPT,ATL/GPT/ATL,-558.14,-63.86,-622,-704.6699113,-23,-1,NULL,N,NULL,Y,NULL,Y,_CA,Agency B
NULL,EPBDAX,00:00.0,00:00.0,00:00.0,ALASKA MARINE HIGHWAY (FERRY),Coach,I,XXX,BLI,XXX/BLI,325.9,NULL,325.9,1749.387237,154,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EPHSRV,00:00.0,00:00.0,00:00.0,HAWAIIAN,Coach,D,KOA,LUP,KOA/HNL/LUP/HNL/KOA,276.15,NULL,276.15,462.4717351,4,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EPLPXE,00:00.0,00:00.0,00:00.0,PACIFIC COASTAL AIRLINES,Coach,I,YBL,ANC,YBL/YVR/SEA/ANC/SEA/YVR/YBL,429.93,NULL,429.93,3362.594497,1,13,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,EPQZJX,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,BTT,FAI,BTT/FAI,170,NULL,170,178.404826,6,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EPRWXN,00:00.0,00:00.0,00:00.0,GREAT LAKES LTD,Coach,D,DEN,PIR,DEN/PIR/DEN,375.82,48.38,424.2,793.750883,7,2,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,EPWYTP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,MSY,ATL/MSY/ATL,173.02,34.98,208,851.575037,2,3,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,EQAKJP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,506.04,66.16,572.2,1124.526002,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EQEIXN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,BOI,GEG/BOI/GEG,338.6,53.6,392.2,575.0129505,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EQTNLZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SAT,DEN/SAT/DEN,349.76,48.24,398,1590.452156,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,ERFLGC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,BWI,MCI/MDW/BWI/ATL/MCI,392.56,73.44,466,2284.950694,4,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,ERKHKS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,ERTSFO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,2,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,ETGEFU,00:00.0,00:00.0,00:00.0,EVERETS AIR,Coach,D,FAI,EAA,FAI/EAA/FAI,340,NULL,340,395.3813648,3,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,ETPBFU,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,FYU,FAI/FYU,140,NULL,140,143.6433413,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,ETTBXE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,506.04,59.96,566,1124.526002,5,3,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,ETWOJN,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,KVL,OTZ/KVL/OTZ,301.4,22.6,324,156.0365558,13,18,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EUEGLF,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,7,10,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,EURNMX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAT,HRL,SAT/HRL/SAT,420.46,53.54,474,468.2444165,6,4,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,EVEWLF,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,AKN,DLG,AKN/DLG/AKN,340,NULL,340,142.0352206,-1,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EVQESO,00:00.0,00:00.0,00:00.0,40 MILE AIR,Coach,D,TKJ,HKB,TKJ/HKB,70,NULL,70,187.6338461,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EVWKVG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,325.58,46.22,371.8,815.0167464,5,5,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,EWLCIV,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,-336.74,-47.06,-383.8,-569.2650393,-1,-2,NULL,N,NULL,Y,NULL,Y,YCA,Agency B
NULL,EWLCIV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,336.74,47.06,383.8,569.2650393,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
